# in_testing: False
# method: euler
# panel: Control_no_firing
# simulation_clock: 0.05000000000000000278
# C: 0.00050000000000000001
# E_leak: -70
# theta: 100
# v_reset: -55
# g_L: 0.00000002500000000000
# g_ampa: 0.00000000005000000000
# g_gaba: 0.00000000004000000000
# g_nmda: 0.00000000090000000000
# tau_ampa_ms: 2
# tau_gaba_ms: 5
# tau_nmda_rise: 2
# tau_nmda_decay: 100
# up_state: {'N': 2000, 'nu': 82, 'N_nmda': 10, 'nu_nmda': 10}
# down_state: {'N_E': 100, 'gamma': 4, 'nu': 10, 'N_nmda': 10, 'nu_nmda': 2}
# smoothened_rate_width: 10
N,v_steady,g_e_steady,g_i_steady,g_nmda_steady,x_nmda_steady,s_nmda_steady,v_mean,v_var,g_e_mean,g_e_var,g_i_mean,g_i_var,g_nmda_mean,g_nmda_var,x_nmda_mean,x_nmda_var,s_nmda_mean,s_nmda_var,mean_rate,num_spikes,mean_isi,std_isi,cv_isi
21,-69.53570409765421800330,0.13939999999999949654,0.06559999999999935327,0.03739917862976785412,0.19999999999999945599,0.90909090909089884658,-69.53684541466735424819,0.03770291127323315700,0.13877964400129230715,0.00353064907886381594,0.06480616099901058413,0.00124821107029685291,0.03574969417639827646,0.00001133748062389339,0.19809975834338355849,0.10046889946128988169,0.86919302841696022277,0.00667815507166559085,0.00000000000000000000,0,,,
22,-69.51298425365517630325,0.14759999999999948161,0.06559999999999935327,0.03744948434829795114,0.19999999999999945599,0.90909090909089884658,-69.51326674189290599770,0.03685800959093113449,0.14732154248732515223,0.00371862360889964804,0.06556811489571949536,0.00135158297629528685,0.03587982604721448587,0.00001056352947182397,0.19979954952761413978,0.10052165337923135713,0.87110989065517896446,0.00620587400259715177,0.00000000000000000000,0,,,
23,-69.49027916443927210821,0.15579999999999949445,0.06559999999999935327,0.03749982175081686964,0.19999999999999945599,0.90909090909089884658,-69.49195236027783550981,0.03720193659694871757,0.15504802546604054547,0.00395051866448708523,0.06584107247795717432,0.00131720320396725246,0.03594606941241112325,0.00001043236391868975,0.20254662950542204336,0.10388064709232908145,0.87157017062303454580,0.00612291406662416725,0.00000000000000000000,0,,,
24,-69.46758881569378729637,0.16399999999999950728,0.06559999999999935327,0.03755019081722041352,0.19999999999999945599,0.90909090909089884658,-69.46830072380971898838,0.03740863867140331589,0.16344541385553187918,0.00416401056886364293,0.06554746156300371440,0.00127359059055880521,0.03611257200775872672,0.00001034546480709039,0.20639999990716284550,0.10373578495999138949,0.87430463831205895708,0.00596983097001625804,0.00000000000000000000,0,,,
25,-69.47446253782982239500,0.16399999999999950728,0.08199999999999935119,0.03753492542094763462,0.19999999999999945599,0.90909090909089884658,-69.47287388526670781630,0.03727113950962247096,0.16414106721799717747,0.00414784486887443543,0.08051873139107434962,0.00164613272173027669,0.03602826142637403223,0.00001012249041008586,0.20101834458085277024,0.09994061374494027372,0.87253234248453193089,0.00591767539419310682,0.00000000000000000000,0,,,
26,-69.45179949324813151179,0.17219999999999952012,0.08199999999999935119,0.03758527866417765012,0.19999999999999945599,0.90909090909089884658,-69.45071123984958205710,0.03734034245110407629,0.17256848018773468523,0.00434698129277138676,0.08269728581766684627,0.00166191927118542588,0.03598331398718479512,0.00001075973870493259,0.19803320304896399051,0.10011290387856952577,0.87033227673645185973,0.00623993435115782064,0.00000000000000000000,0,,,
27,-69.42915114285646893677,0.18039999999999950520,0.08199999999999935119,0.03763566348946999207,0.19999999999999945599,0.90909090909089884658,-69.42920397869114879086,0.03713792089301918425,0.18026672826421785700,0.00453137948541854855,0.08194238712748995457,0.00162904289995938830,0.03602077301446975077,0.00001130088189300676,0.19893333333236806748,0.09970174518852230328,0.87014558654522500269,0.00659324755242222948,0.00000000000000000000,0,,,
28,-69.40651747242407054728,0.18859999999999946252,0.08199999999999935119,0.03768607987670238857,0.19999999999999945599,0.90909090909089884658,-69.40704778124455742727,0.03696014411253265020,0.18815215575590762964,0.00470059748638320101,0.08160983295306399599,0.00160906858387319693,0.03615980857306758806,0.00001035753163732917,0.20196665341631256374,0.10290229287630134336,0.87240515402855789429,0.00602495790235058927,0.00000000000000000000,0,,,
29,-69.38389846773864633178,0.19679999999999947535,0.08199999999999935119,0.03773652780572916282,0.19999999999999945599,0.90909090909089884658,-69.38410177968789582792,0.03739787362809948029,0.19654604803923975131,0.00495279496705990866,0.08213659477339523007,0.00165984817697873224,0.03622228137895851935,0.00001044432167803110,0.20259896596939960811,0.10325213566066419879,0.87265450392456023199,0.00605296352397759630,0.00000000000000000000,0,,,
30,-69.39081336764178331578,0.19679999999999947535,0.09839999999999936298,0.03772109845476423473,0.19999999999999945599,0.90909090909089884658,-69.39155217661333097112,0.03757873105458094110,0.19670077272971234206,0.00498611435017312209,0.09967524363476894245,0.00201150251788467923,0.03603848937333449520,0.00001151226815563723,0.19863172329199427213,0.10075579363521471044,0.86865098352569425355,0.00661765500116518520,0.00000000000000000000,0,,,
31,-69.36822150839662981525,0.20499999999999948819,0.09839999999999936298,0.03777153035686228039,0.19999999999999945599,0.90909090909089884658,-69.36681840926394215785,0.03759199007760531674,0.20522768454991147102,0.00513757555450806633,0.09798449328199425323,0.00197958508174389796,0.03628591323419365355,0.00001066278371171616,0.20429998752793313010,0.10159007273104261881,0.87331828504908126654,0.00614995747265561967,0.00000000000000000000,0,,,
32,-69.34564426895492772474,0.21319999999999950102,0.09839999999999936298,0.03782199371913771979,0.19999999999999945599,0.90909090909089884658,-69.34609413864532712068,0.03761299119343167185,0.21282821371041368841,0.00534370801702286572,0.09859733848537856338,0.00198322917668886795,0.03636785214626083590,0.00001034981880565464,0.20381382493988139948,0.10334142679672697618,0.87414916795079222744,0.00585568679946285673,0.00000000000000000000,0,,,
33,-69.32308163518553101312,0.22139999999999951386,0.09839999999999936298,0.03787248852142784117,0.19999999999999945599,0.90909090909089884658,-69.32452538294832322663,0.03745405289962532719,0.22065064564473893527,0.00548237627259552142,0.09764410941666436250,0.00196566995528697558,0.03626714879532000335,0.00001113859192389017,0.19959999991562174526,0.10117175693275824722,0.87069703235207440706,0.00637898576995361670,0.00000000000000000000,0,,,
